Title;Year;Classification;Duration;Genre;Directors;Writers;Cast;TechCrew
O Beijo;2009;;;['Curta-metragem', 'Filme de Escola'];['Joana Díonisio'];['Joana Díonisio'];['André Dionísio', 'Aurélio Simões', 'Bruno Silva', 'Daniel Dionísio', 'João Lopes (III)', 'Jorge Pelarigo', 'Liliane Coelho', 'Nuno Roque', 'Paulo Castilho', 'Rita Pires', 'Rui Raposo Costa', 'Sandra Dionísio', 'Sara Martins', 'Sónia Botelho', 'Tiago Barata', 'Vasco Mendes'];{'Apoio Financeiro': [['ICA - Instituto do Cinema e do Audiovisual']], 'Assistente de Fotografia': [['Paulo Castilho']], 'Assistente de Produção': [['Nuno Roque']], 'Assistente de Realização': [['Vasco Mendes']], 'Direcção de Fotografia': [['Pedro Azevedo']], 'Direcção de Som': [['João Lopes (III)']], 'Efeitos Visuais': [['Nuno Roque']], 'Montagem': [['Joana Díonisio']], 'Produção': [['UBI - Universidade da Beira Interior']], 'Produtor': [['Jorge Pelarigo']]}
Humilhados e Ofendidos;2010;;17m 36s;['Curta-metragem', 'Filme de Escola'];['Salvador Palma', 'Dany Horiuchi'];['Salvador Palma'];['Alexandra Freudenthal', 'Amélia Videira', 'António Rodrigues', 'Beatriz Calado', 'Eloy Monteiro', 'Fernando Taborda', 'Orlando Costa', 'Paula Guedes'];{'Apoio Financeiro': [['ICA - Instituto do Cinema e do Audiovisual']], 'Assistente de Produção': [['Rita Pires']], 'Correção de Cor': [['Dany Horiuchi']], 'Direcção de Arte': [['Ana Gonçalves']], 'Direcção de Fotografia': [['Gil Alves']], 'Direcção de Som': [['João Lopes (III)']], 'Guarda-Roupa': [['Ana Gonçalves']], 'Montagem': [['Dany Horiuchi']], 'Música': [['Miguel Luigi']], 'Produção': [['UBI - Universidade da Beira Interior']], 'Produtor': [['Salvador Palma']], 'Produtor Executivo': [['Dany Horiuchi']]}
Agreste;2009;;;['Curta-metragem', 'Filme de Escola'];['Carlos Filipe Magalhães'];['Carlos Filipe Magalhães'];[];{'Apoio Financeiro': [['ICA - Instituto do Cinema e do Audiovisual']], 'Direcção de Fotografia': [['Carlos Filipe Magalhães']], 'Montagem': [['Carlos Filipe Magalhães']], 'Produção': [['UBI - Universidade da Beira Interior']], 'Produtor': [['Carlos Filipe Magalhães']]}
Ignoto;2011;;12m 12s;['Curta-metragem', 'Filme de Escola'];['Vasco Medinas'];['Vasco Medinas', 'João Palhares'];['Bruno Salgueiro', 'Fernando Landeira', 'Lara Gorgulho', 'Pedro Borges', 'Pedro da Silva'];{'Anotação': [['João Palhares', 'Iúri Silvestre']], 'Apoio': [['Teatro das Beiras']], 'Apoio Financeiro': [['ICA - Instituto do Cinema e do Audiovisual']], 'Assistente de Fotografia': [['Kátia Rio']], 'Assistente de Realização': [['David Chan Cordeiro', 'David M. F.']], 'Assistente de Som': [['Tiago Carvalho']], 'Coreografia': [['Bruno Salgueiro', 'Pedro Borges', 'David Chan Cordeiro']], 'Direcção de Som': [['Tiago Fernandes']], 'Edição': [['Fernando Cabral (II)', 'David Chan Cordeiro', 'Vasco Medinas']], 'Fotografia': [['Cátia Rio', 'Fernando Cabral (II)']], 'Guarda-Roupa': [['Rosa Faria', 'Lara Gorgulho']], 'Música': [['Blasted Mechanism']], 'Operador de Câmara': [['Afonso Brito', 'Fernando Cabral (II)', 'David M. F.', 'Pedro Lopes', 'David Chan Cordeiro']], 'Produção': [['UBI - Universidade da Beira Interior']], 'Produtor': [['Hugo Faria']]}
Sobe, Adensa, Esgarça, Desce;2007;;33 min;['Curta-metragem'];['Ana Eliseu', 'Mathilde Neves'];['Ana Eliseu', 'Mathilde Neves'];['Amandio Pinheiro', 'Diogo Simões', 'Joana Carvalho', 'Laura Nardi', 'Tiago Barbosa'];{'Direcção de Som': [['Nuno Ventura Barbosa']], 'Fotografia': [['Pedro Pinho']], 'Produção': [['Raiva']], 'Produtora': [['Inês Sapeta Dias']]}
Alegoria dos Sentidos;2010;M/14;11m 16s;['Curta-metragem', 'Filme de Escola'];['Nelson de Castro', 'Wilson Pereira'];['Nelson de Castro', 'Wilson Pereira'];['João Villas-Boas', 'Mafalda Figueiredo', 'Suzana Borges'];{'Direcção de Fotografia': [['João Tavares', 'Joana Costa']], 'Direcção de Som': [['Carlos Salgueiro']], 'Montagem': [['Pedro Carvalho']], 'Produção': [['Universidade Lusófona']], 'Produtor': [['Ana Carina Correia']]}
Cottinelli Telmo Uma Vida Interrompida;2013;;55 min;['Documentário'];['António-Pedro Vasconcelos', 'Leandro Ferreira'];[];[];{'Co-Produção': [['Oficina de Filmes']], 'Produção': [['Panavideo']]}
Entrevista a Robert Kramer;2015;M/14;35 min;['Documentário'];['Sérgio Tréfaut'];[];[];{}
Além de Nós: Língua Portuguesa;2011;;53 min;['Documentário'];['Anabela de Saint-Maurice'];[];[];"{'Apoio': [['Berta Madureira']], 'Assistente de Câmara': [['Luís Gomes', 'Fu Lin Hong', 'João Guimarães', 'Marcelo Marujo ""Melão""', 'Luís Bravo']], 'Criação Gráfica': [['Regina Freire']], 'Edição': [['Mário Rui Miranda']], 'Genérico': [['Nicolau Tudela', 'Jorge Peres']], 'Imagem': [['David Matos', 'Eduardo Makino', 'Evandro Fraga', 'Au Yeung Pong Tat', 'José Rato', 'Eduardo Ruiz']], 'Locução': [['Pedro Ramos']], 'Pós-Produção Audio': [['Rui Soares']], 'Produção': [['Ana Lucas', 'Mae Woo', 'Eduardo Ricou', 'Lila Lacerda', 'Patrícia Freitas']], 'Som': [['Rui Ventura', 'Carlos Vicente', 'Dominic Yip', 'Osvaldo Juliana']]}"
Zombies4Kids;2013;;1 min;['Animação'];['Pedro Santasmarinas'];['José Pedro Lopes'];[];{'Música': [['José Pedro Lopes']], 'Produção': [['Anexo 82']], 'Produtor': [['José Pedro Lopes']]}
Walk in the Flesh;2013;;7 min;['Experimental'];['Filipe Afonso'];['Filipe Afonso'];[];{'Produção': [['Filipe Afonso']], 'Produtor': [['Filipe Afonso']]}
Uma Vida Mais Simples;2013;;38 min;['Curta-metragem'];['Inês Alves'];[];['Celeste Alves', 'Leonine Alves'];{'Fotografia': [['Inês Alves', 'Mara Neves']], 'Produtor': [['Inês Alves']], 'Som': [['Inês Alves']]}
Tudo Vai Sem Se Dizer;2013;;20 min;['Curta-metragem'];['Rui Esperança'];['Rui Esperança'];['Mia Tomé'];{'Fotografia': [['Rui Esperança', 'Nuno Ribeiro']], 'Produtor': [['Rui Esperança']], 'Som': [['Rui Esperança']]}
True;2013;;43 min;['Curta-metragem'];['Paulo Segadães'];['Paulo Segadães'];['Paulo Furtado'];{'Fotografia': [['Paulo Segadães']], 'Música': [['Paulo Furtado']], 'Produção': [['Metronomo']], 'Produtor': [['Paulo Ventura', 'Paulo Furtado']]}
Retrato;2014;;16 min;['Curta-metragem'];['Vasco Araújo'];['José Maria Vieira Mendes'];['Ana Isabel Strindberg', 'Leonaldo de Almeida', 'Paula Sá Nogueira', 'Pedro Penim'];{'Fotografia': [['Rodrigo Peixoto']], 'Produção': [['The Power Plant – Contemporary Art Gallery']], 'Produtor': [['Vasco Araújo']], 'Som': [['Pedro Reis', 'João Pedro Castro']]}
Ponto Morto;2014;N/C;34 min;['Curta-metragem'];['André Godinho'];['André Godinho'];['João Nogueira', 'José Smith Vargas', 'Makoto Yagyu', 'Rita Só', 'Soraia Chaves'];{'Fotografia': [['Pedro Pinho']], 'Produção': [['Terratreme']], 'Produtor': [['João Matos']], 'Som': [['Ricardo Leal']]}
Outra Forma de Luta;2014;;80 min;['Documentário'];['João Pinto Nogueira-Pinconé'];['João Pinto Nogueira-Pinconé'];[];{'Fotografia': [['Inês Carvalho']], 'Produção': [['Três Vinténs']], 'Produtor': [['João Pinto Nogueira-Pinconé', 'Rita Palma', 'Marta Pessoa']]}
O Silêncio entre Duas Canções;2013;N/C;19 min;['Curta-metragem'];['Mónica Lima'];['Mónica Lima', 'Gonçalo Branco'];['Daniella Schultz', 'Joana de Verona', 'Miguel Nunes'];{'Fotografia': [['Norwin Hatschbach']], 'Produção': [['Deutsche Film- und Fernsehakademie Berlin']], 'Produtor': [['Xenia Brauer']], 'Som': [['Ulrich F. Stanke']]}
Jewels;2013;;18 min;['Curta-metragem'];['Sandro Aguilar'];['Sandro Aguilar'];[];{'Fotografia': [['Rui Xavier']], 'Produção': [['O Som e a Fúria']], 'Produtor': [['Luis Urbano', 'Sandro Aguilar']], 'Som': [['John Gürtler', 'Sandro Aguilar']]}
Irmãs;2014;;12 min;['Curta-metragem'];['Pedro Lucas'];['Pedro Lucas'];['Maria Amália Vaz'];{'Produção': [['Luminosa Filmes']], 'Produtor': [['Rui Figueira']]}
Implausible Things;2014;;29 min;['Curta-metragem'];['Rita Macedo'];['Rita Macedo'];[];{'Fotografia': [['Rita Macedo']], 'Música': [['Pedro Augusto', 'Nigel Farrelly', 'Yair Elazar Glotman']], 'Produtor': [['Vika Kirchenbauer', 'Rita Macedo']]}
Head, Tail, Rail;2013;;;['Experimental'];['Hugo Olim'];[];[];{}
Gata Má;2013;M/6;5 min;['Animação'];['Sara Augusto', 'Eva Mendes', 'Joana de Rosa'];['Eva Mendes'];[];{'Produtor': [['Sara Augusto', 'Joana de Rosa', 'Eva Mendes']]}
Valsinha;2013;;13 min;['Curta-metragem'];['Miguel Carranca'];['Miguel Carranca'];['Paula Bárica', 'Sérgio Godinho'];{'Fotografia': [['João Gambino']], 'Montagem': [['Miguel Carranca']], 'Música': [['Filho da Mãe']], 'Produção': [['Fundação Cidade de Guimarães']], 'Som': [['Pedro Costa II']]}
Fúria;2013;;19 min;['Curta-metragem', 'Filme de Escola'];['Diogo Baldaia'];['Diogo Baldaia', 'Manuel Rocha da Silva'];['André Santos II', 'João Marcelo', 'Márcia Pinto', 'Paulo Seco', 'Ricardo Alves'];{'Fotografia': [['Afonso Mota']], 'Produção': [['ESTC - Escola Superior de Teatro e Cinema']], 'Produtor': [['Manuel Rocha da Silva']], 'Som': [['Rafael Cardoso']]}
Escala;2013;;20 min;['Curta-metragem'];['Fábio Penela'];['Fábio Penela'];['António Pedroso'];{'Fotografia': [['Jorge Quintela']], 'Montagem': [['Tomás Baltazar']], 'Produção': [['Fundação Cidade de Guimarães']], 'Produtor': [['Rodrigo Areias']], 'Som': [['Pedro Marinho']]}
Indiferente;2007;;13 min;['Curta-metragem', 'Filme de Escola'];['Tito Fernandes'];['Tito Fernandes'];['Ester Correia', 'Luís Filipe Teixeira', 'Magda Ribeiro', 'Manuel Rocha', 'Maria João Morais', 'Maria Tallulah', 'Paulo Espinho', 'Ricardo Marques', 'Rui Silva', 'Sérgio Santarém', 'Tiago Matos'];{'Assistente de Realização': [['Luís Filipe Teixeira']], 'Assistente de Som': [['Pedro Falcão']], 'Direcção de Arte': [['Margarida Silva', 'Daniela Costa']], 'Direcção de Fotografia': [['Luís Filipe Teixeira']], 'Direcção de Som': [['João Geraldes']], 'Efeitos Visuais': [['Tito Fernandes']], 'Montagem': [['Tito Fernandes', 'Luís Filipe Teixeira']], 'Música': [['Joaquim Pires']], 'Produção': [['UBI - Universidade da Beira Interior']], 'Produtor': [['João Geraldes', 'Luís Filipe Teixeira', 'Tito Fernandes']]}
José Combustão dos Porcos;2013;;18 min;['Curta-metragem', 'Filme de Escola'];['José Magro'];['José Magro'];['Albertina Rosa', 'Gilberto Oliveira', 'Josna de Viana', 'Tiago Nogueira Madureira'];{'Apoio Financeiro': [['ICA - Instituto do Cinema e do Audiovisual']], 'Assistente de Fotografia': [['Miguel da Santa', 'Simone Almeida']], 'Assistente de Realização': [['Gerardo Burmester']], 'Colorista': [['Miguel da Santa']], 'Direcção de Arte': [['Simone Almeida']], 'Direcção de Fotografia': [['André Guiomar']], 'Edição': [['Gerardo Burmester']], 'Música': [['Roncos do Diabo']], 'Produção': [['Escola das Artes']], 'Produtor': [['Gerardo Burmester']], 'Som': [['Vasco Pucarinho', 'José Dinis Henriques', 'João Almeida']]}
Pós;2000;;41m 28s;['Documentário'];['Saguenail', 'Regina Guimarães'];[];[];{'Imagem': [['Paulo Américo', 'Saguenail']], 'Montagem': [['Saguenail', 'Regina Guimarães']], 'Música': [['The Astonishing Urbana Fall', 'Carlos Guedes']], 'Produção': [['Hélastre']], 'Som': [['Rui Coelho']]}
Slice - Political words;2010;N/C;4m 26s;['Videoclip'];['Alex Martins'];[];['João Morgado', 'Pedro Bessa II', 'Ricardo Lima'];{'Câmara': [['Nuno Ribeiro']], 'Coordenação': [['Carlos Eduardo Viana']], 'Fotografia': [['Nuno Ribeiro']], 'Montagem': [['Alex Martins']], 'Produção': [['Slice', 'Ao Norte']], 'Produtor Executivo': [['Rui Ramos']]}
Lente de Contacto - Tu sabes melhor que isso;2010;N/C;4m 49s;['Videoclip'];['Alex Martins'];[];['Espalha a Mensagem', 'Ré Menor'];{'Câmara': [['Nuno Ribeiro']], 'Coordenação': [['Carlos Eduardo Viana']], 'Fotografia': [['Nuno Ribeiro']], 'Montagem': [['Alex Martins']], 'Produção': [['Lente de Contacto', 'Ao Norte']], 'Produtor Executivo': [['Rui Ramos']]}
Inside the MIM's Soft Project - Volta para mim só mais uma vez;2010;N/C;4m 28s;['Videoclip'];['Alex Martins'];[];['Inês Coelho', 'Magda Pinto', 'Manuel Brásio'];"{'Câmara': [['Nuno Ribeiro']], 'Coordenação': [['Carlos Eduardo Viana']], 'Fotografia': [['Nuno Ribeiro']], 'Montagem': [['Alex Martins']], 'Produção': [['Ao Norte', ""Inside the MIM's Soft Project""]], 'Produtor Executivo': [['Rui Ramos']]}"
Black Jack - Fear now the Reaper;2010;N/C;4m 41s;['Videoclip'];['Nuno Ribeiro'];[];['David William', 'Eugénio Carvalhido', 'Francisco Martins', 'Gonçalo Rego', 'João Lima'];{'Apoio': [['IPJ']], 'Câmara': [['Alex Martins']], 'Coordenação': [['Carlos Eduardo Viana']], 'Edição': [['Nuno Ribeiro']], 'Fotografia': [['Alex Martins']], 'Montagem': [['Nuno Ribeiro']], 'Produção': [['Black Jack', 'Ao Norte']], 'Produtor Executivo': [['Rui Ramos']]}
Sotie Flow - Helicóptero;2010;N/C;5m 33s;['Videoclip'];['Alex Martins'];[];['Fabíola Fernandes', 'Francisco Pires', 'Marcelo Marques', 'Mário Mamede'];{'Apoio': [['IPJ']], 'Câmara': [['Nuno Ribeiro']], 'Coordenação': [['Carlos Eduardo Viana']], 'Fotografia': [['Nuno Ribeiro']], 'Iluminação': [['Pedro Alves']], 'Montagem': [['Alex Martins']], 'Produção': [['Sotie Flow', 'Ao Norte']], 'Produtor Executivo': [['Rui Ramos']]}
Ângulo Morto;2010;;29m 24s;['Documentário', 'Curta-metragem'];['Regina Guimarães'];[];[];{'Imagem': [['Regina Guimarães', 'Tiago Afonso', 'Saguenail']], 'Mistura de Som': [['Rui Coelho']], 'Montagem': [['Saguenail']], 'Produção': [['Hélastre']], 'Texto': [['Regina Guimarães']]}
Flores Magras;2006;;14m 10s;['Documentário', 'Curta-metragem'];['Saguenail'];[];[];{'Colaboração': [['Regina Guimarães']], 'Imagem': [['Saguenail']], 'Mistura de Som': [['Rui Coelho']], 'Montagem': [['Saguenail']], 'Música': [['Fernando Rodrigues']], 'Produção': [['Hélastre']]}
Antónia;2007;;9m 11s;['Documentário', 'Curta-metragem'];['Saguenail', 'Regina Guimarães'];[];[];{'Imagem': [['Regina Guimarães']], 'Montagem': [['Regina Guimarães']], 'Produção': [['Hélastre']]}
Sem Cura - à saúde de Manoel de Oliveira;2011;;38m 50s;['Documentário'];['Saguenail', 'Regina Guimarães'];[];['António Roma Torres', 'Dr. José Cotta', 'Manoel de Oliveira'];{'Co-Produção': [['Centro Hospitalar São João']], 'Colaboração': [['Ideias Maiores']], 'Imagem': [['Saguenail', 'Regina Guimarães']], 'Montagem': [['Saguenail', 'Regina Guimarães']], 'Produção': [['Hélastre']], 'Som': [['Rui Coelho', 'Tiago Afonso']]}
Em Cada Lar Perfeito Um Coração Desfeito;2013;;20 min;['Curta-metragem'];['Joana Linda'];['Joana Linda'];['Carloto Cotta', 'Joana Linda', 'José Miguel Vitorino', 'Katrin Kaasa'];{'Direcção de Som': [['Francisco Villa-Lobos', 'Carlos Conceição', 'Guilherme Gonçalves']], 'Fotografia': [['Joana Linda']], 'Música': [['Guilherme Gonçalves']], 'Produtor': [['Joana Linda']]}
É consideravelmente admirável da tua parte que ainda penses em mim como se aqui estivesse;2013;;13 min;['Curta-metragem', 'Filme de Escola'];['André Mendes', 'Andreia Neves'];[];['Diego Armés', 'João de Carvalho', 'Ricardo Borges', 'Ricardo Carriço', 'Rita Pereira Lobo'];{'Direcção de Arte': [['Joana Simões']], 'Direcção de Fotografia': [['Miguel Saraiva', 'Bruno Mangas']], 'Edição': [['Diogo Lima']], 'Música': [['André Mendes', 'João Gomes', 'Tiago Galvão']], 'Produção': [['Universidade Lusófona']]}
Daddies;2014;;17 min;['Curta-metragem'];['António da Silva'];[];[];{'Fotografia': [['António da Silva']], 'Produtor': [['António da Silva']]}
Coro dos Amantes;2014;;23 min;['Curta-metragem'];['Tiago Guedes'];['Tiago Gomes Rodrigues'];['Cláudia Gaiolas', 'Gonçalo Waddington', 'Graciano Dias', 'Isabel Abreu'];{'1º Assistente de Realização': [['Cesário Monteiro']], 'Adereços': [['João Paulo Santos']], 'Decoração': [['Isabel Branco']], 'Desenho de Som': [['Hugo Leitão']], 'Fotografia': [['João Lança Morais']], 'Guarda-Roupa': [['Inês Mata', 'Tânia Franco']], 'Maquilhagem': [['Rita de Castro']], 'Mistura de Som': [['Branko Neskov']], 'Montagem': [['Jerónimo Rocha', 'Tiago Guedes']], 'Montagem de Som': [['Hugo Leitão']], 'Operador de Câmara': [['Leandro Silva']], 'Produção': [['Take It Easy']], 'Produtor': [['Frederico Serra']]}
Taprobana;2014;N/C;;['Comédia', 'Curta-metragem'];['Gabriel Abrantes'];['Gabriel Abrantes', 'Lasantha David', 'Vimukthi Jayasundara'];['Jani Zhao', 'Natxo Checa'];{'Efeitos Especiais': [['Gabriel Abrantes']], 'Fotografia': [['Gabriel Abrantes', 'Lakruwan Withanage', 'Natxo Checa']], 'Montagem': [['Gabriel Abrantes']], 'Montagem de Som': [['Gabriel Abrantes', 'Hugo Leitão']], 'Produtor': [['Natxo Checa', 'Gabriel Abrantes']]}
As Rosas Brancas;2013;N/C;20 min;['Curta-metragem', 'Drama'];['Diogo Costa Amarante'];['Diogo Costa Amarante'];['Carolina Tamez', 'Cristina Tamez', 'Ella Bishop', 'Francisco Rodriguez', 'Harrison Liepis', 'Oisín Managhan'];{'Direcção de Som': [['Erin Michelle Vassilopoulos', 'Jono Chanin']], 'Fotografia': [['Federico Martin Cesca']], 'Música': [['Simon Boswell', 'Rodger Hodgson']], 'Produção': [['Wyatt Rockefeller']]}
Antero;2014;;21 min;['Curta-metragem'];['Ico Costa'];['Ico Costa'];['Claúdio da Silva', 'Helder Pechorro Correia', 'Nádia Cardoso'];{'Direcção de Som': [['David Badalo']], 'Fotografia': [['Vasco Viana']], 'Produção': [['Filmes de Outono']], 'Produtor': [['Eric Prigent', 'Ico Costa', 'André Badalo']]}
Alda;2013;;12 min;['Animação'];['Ana Cardoso', 'Filipe Fonseca', 'Liliana Sobreiro', 'Luís Cataló'];[];[];{}
Eu Sou da Mouraria - ou sete maneiras de contar e guardar histórias;2011;N/C;33m 32s;['Documentário', 'Curta-metragem'];['Catarina Laranjeiro', 'Catarina Vasconcelos'];[];[];{}
Meu Deus;2005;;;['Documentário'];['Regina Guimarães'];[];['Ana Moraes', 'Carlos Guedes', 'Luísinha', 'Pam', 'Rogério Boane', 'Rogério Pinto'];{'Imagem': [['Saguenail']], 'Montagem': [['Saguenail', 'Regina Guimarães']], 'Música': [['Carlos Guedes']], 'Produção': [['Hélastre']], 'Som': [['Saguenail']]}
A Minha Idade;2014;;28 min;['Curta-metragem', 'Filme de Escola'];['Hugo Pedro'];['Isabel Pestana'];[];{'Fotografia': [['Laura Moreno']], 'Produção': [['ESTC - Escola Superior de Teatro e Cinema']], 'Produtor': [['Celeste Alves']]}
A Casa Que Eu Quero;2010;N/C;65 min;['Documentário'];['Raquel Marques', 'Joana Frazão'];[];[];{'Correção de Cor': [['Pedro Pinho']], 'Imagem': [['Joana Frazão', 'Raquel Marques']], 'Mistura de Som': [['Tiago Matos']], 'Montagem': [['Luísa Homem']], 'Montagem de Som': [['João Matos']], 'Produção': [['Terratreme']], 'Som': [['Joana Frazão', 'Raquel Marques']]}
Todos os Dias da Nossa Vida;2014;N/C;53 min;['Documentário'];['Raquel Marques', 'Joana Frazão'];[];[];{'Imagem': [['Raquel Marques', 'Joana Frazão']], 'Mistura de Som': [['Tiago Matos']], 'Montagem': [['Frederico Lobo', 'Joana Frazão', 'Raquel Marques']], 'Produção': [['Terratreme']], 'Produtor': [['João Matos']], 'Som Directo': [['Raquel Marques', 'Joana Frazão']]}
Tales on Blindness;2014;;120 min;['Documentário'];['Cláudia Alves'];[];[];{'Cinematografia': [['Thais Taverna']], 'Correção de Cor': [['Andreia Bertini']], 'Montagem': [['Cláudia Alves']], 'Montagem de Som': [['Audrey Ginestet']], 'Produção': [['Ocean Film Company']], 'Produtor': [['Cláudia Alves', 'Onkar Kate', 'Sujay Hande', 'Suboth Khanolkar']], 'Produtor Associado': [['Joana Gusmão']], 'Produtor Executivo': [['Sreya Chatterjee']], 'Som': [['Cláudia Alves']]}
O Novo Testamento de Jesus Cristo Segundo João;2013;;129 min;['Ficção', 'Experimental'];['Joaquim Pinto', 'Nuno Leonel'];['Apóstolo João'];['Luís Miguel Cintra'];{'Apoio': [['Fundação Calouste Gulbenkian']], 'Direcção de Som': [['Joaquim Pinto']], 'Fotografia': [['Nuno Leonel']], 'Produção': [['Presente']], 'Produtor': [['Joaquim Pinto', 'Nuno Leonel']], 'Tradução': [['António Pereira de Figueiredo']]}
Tempo Vazio;1982;;;['Curta-metragem'];['João Paulo Ferreira'];[];['Carmen Mendes'];{}
Primária;2014;M/6;19 min;['Curta-metragem', 'Filme de Escola'];['Hugo Pedro'];['João Eça'];['Bruna Felciuc', 'Bruna Sequeira', 'Caetana Carneiro'];{'Direcção de Fotografia': [['Adriana Carvalho']], 'Direcção de Som': [['Catarina Forte']], 'Montagem': [['Lúcia Pires']], 'Produção': [['ESTC - Escola Superior de Teatro e Cinema']], 'Produtor': [['Celeste Alves']]}
3X3D;2013;;70 min;['Experimental'];['Edgar Pêra', 'Jean-Luc Godard', 'Peter Greenaway'];['Edgar Pêra', 'Jean-Luc Godard', 'Peter Greenaway'];['Ângela Marques', 'Carolina Amaral', 'Jorge Prendas', 'Keith Davis', 'Leonor Keil', 'Miguel Monteiro', 'Nuno Melo'];{'Cinematografia': [['Reinier van Brummelen', 'Luís Branquinho']], 'Colorista': [['John Thorborg']], 'Desenho de Produção': [['Ricardo Preto']], 'Direcção de Produção': [['Ricardo Freitas']], 'Figurinos': [['Susana Abreu']], 'Maquilhagem': [['Bárbara Brandão']], 'Montagem': [['Raphaël Lefèvre']], 'Música Original': [['Marco Robino']], 'Operador de Câmara': [['Jorge Quintela']], 'Produção': [['Guimarães 2012 - Capital Europeia da Cultura']], 'Produtor': [['Rodrigo Areias']], 'Som': [['Pedro Adamastor', 'Pedro Marinho']]}
